,CO2
2015-01-01,14.77227347476862
2016-01-01,14.557526633679945
2017-01-01,14.500982036667576
2018-01-01,14.458573861237001
2019-01-01,14.498018703309098
2020-01-01,14.585995849504673
2021-01-01,14.730814521682621
2022-01-01,14.917866093776189
2023-01-01,15.139643330473376
2024-01-01,15.382853768363729
